geoName,geoCode,Cactus,Tomorrowland,Blanket,Eiffel Tower,Spaghetti,Picasso,Whiskey,League of Legends,Elephant,Macbook,Vietnam War,Downton Abbey,Seinfeld,The Beatles,Orange Juice,NFL,Miles Davis,Koala,Samosa,Rubik's Cube,Romania,Microwave,Kleenex,Samsung,Pinterest,Bacon,Inception
North Dakota,ND,0.1149425287356322,0.37931034482758624,1.0,0.18749999999999994,0.41071428571428575,0.11627906976744196,0.3478260869565216,0.3846153846153846,0.2666666666666669,0.0,0.4583333333333333,0.17307692307692302,0.18666666666666668,0.24528301886792453,0.8000000000000002,0.9365079365079364,0.0,0.3400000000000001,0.4444444444444445,0.5312499999999999,0.2537313432835821,0.6896551724137933,1.0,0.8043478260869565,0.7647058823529412,0.8979591836734693,0.14925373134328357
Ohio,OH,0.05747126436781608,0.28735632183908044,0.5932203389830508,0.1625,0.3214285714285714,0.2790697674418604,0.23913043478260868,0.23076923076923078,0.6000000000000001,0.1785714285714286,0.3749999999999999,0.2692307692307693,0.4666666666666666,0.5471698113207547,0.5250000000000001,0.41269841269841273,0.5,0.54,0.4555555555555556,0.43750000000000006,0.23880597014925373,0.6551724137931035,0.3058823529411765,0.4347826086956521,0.37254901960784326,0.5306122448979592,0.3582089552238805
Oklahoma,OK,0.1264367816091954,0.21839080459770116,0.6610169491525424,0.08750000000000001,0.5535714285714285,0.44186046511627913,0.21739130434782605,0.2923076923076924,0.7666666666666668,0.1785714285714286,0.3333333333333334,0.23076923076923075,0.2933333333333333,0.3207547169811321,0.35000000000000003,0.11111111111111112,0.45,0.48,0.27777777777777773,0.48437500000000006,0.07462686567164178,0.27586206896551746,0.3058823529411765,0.6956521739130435,0.607843137254902,0.5102040816326531,0.3582089552238805
Oregon,OR,0.13793103448275862,0.3908045977011494,0.6101694915254238,0.1625,0.3214285714285714,0.4186046511627908,0.8478260869565218,0.523076923076923,0.7666666666666668,0.5178571428571428,0.25,0.7307692307692307,0.5466666666666667,0.6226415094339623,0.325,0.2698412698412699,0.93,0.54,0.6555555555555556,0.546875,0.5970149253731344,0.6551724137931035,0.3529411764705883,0.6304347826086956,0.4509803921568627,0.6938775510204082,0.701492537313433
Pennsylvania,PA,0.034482758620689655,0.3103448275862069,0.576271186440678,0.19999999999999996,0.16071428571428575,0.46511627906976755,0.23913043478260868,0.2153846153846154,0.4666666666666666,0.3035714285714285,0.43749999999999994,0.38461538461538475,0.52,0.5849056603773586,0.575,0.7460317460317459,0.5,0.52,0.5222222222222221,0.35937499999999994,0.22388059701492535,0.724137931034483,0.25882352941176473,0.4347826086956521,0.2549019607843137,0.4285714285714285,0.44776119402985076
Rhode Island,RI,0.04597701149425288,0.367816091954023,0.45762711864406785,0.22499999999999998,0.0,0.8139534883720931,0.23913043478260868,0.3230769230769232,0.5666666666666668,0.5892857142857143,0.6249999999999999,0.75,0.48,0.7924528301886793,0.27499999999999997,0.6507936507936508,0.0,0.6799999999999999,0.3444444444444444,0.26562500000000006,0.17910447761194032,0.6551724137931035,0.0,0.3043478260869566,0.3137254901960785,0.28571428571428575,0.40298507462686567
South Carolina,SC,0.04597701149425288,0.27586206896551724,0.4067796610169492,0.11249999999999996,0.6785714285714284,0.3255813953488372,0.0,0.1230769230769231,0.3666666666666669,0.2499999999999999,0.3749999999999999,0.5192307692307693,0.25333333333333335,0.2075471698113207,0.5499999999999999,0.38095238095238093,0.32,0.78,0.25555555555555554,0.375,0.17910447761194032,0.44827586206896547,0.3058823529411765,0.5869565217391305,0.5098039215686274,0.44897959183673464,0.22388059701492535
South Dakota,SD,0.1149425287356322,0.3218390804597701,0.8813559322033897,0.1625,0.5892857142857143,0.16279069767441873,0.45652173913043476,0.30769230769230776,0.8666666666666666,0.03571428571428574,0.5416666666666667,0.057692307692307744,0.30666666666666664,0.3207547169811321,0.7750000000000001,0.9523809523809523,0.0,0.74,0.3555555555555555,0.859375,0.3582089552238805,1.0,0.5411764705882353,0.7391304347826086,0.8823529411764705,1.0,0.5970149253731344
Tennessee,TN,0.04597701149425288,0.20689655172413793,0.4745762711864406,0.08750000000000001,0.4464285714285713,0.16279069767441873,0.5652173913043479,0.1076923076923077,0.2333333333333335,0.3035714285714285,0.18749999999999994,0.5,0.22666666666666666,0.2641509433962264,0.4500000000000001,0.22222222222222224,0.43,0.24,0.33333333333333337,0.34374999999999994,0.14925373134328357,0.37931034482758613,0.25882352941176473,0.5434782608695653,0.5098039215686274,0.4693877551020408,0.28358208955223885
Texas,TX,0.16091954022988508,0.528735632183908,0.3728813559322034,0.19999999999999996,0.48214285714285704,0.6744186046511628,0.3695652173913042,0.30769230769230776,0.4333333333333333,0.3214285714285714,0.25,0.17307692307692302,0.26666666666666666,0.22641509433962262,0.47500000000000014,0.4285714285714286,0.4,0.5,0.5222222222222221,0.46875000000000006,0.22388059701492535,0.10344827586206905,0.3529411764705883,0.717391304347826,0.3529411764705883,0.24489795918367346,0.46268656716417916
Utah,UT,0.1954022988505747,0.5977011494252874,0.8474576271186439,0.2875,0.3035714285714285,0.39534883720930236,0.04347826086956526,0.5846153846153846,0.8333333333333333,0.5714285714285714,0.27083333333333337,0.7307692307692307,0.6933333333333334,0.7169811320754716,0.35000000000000003,0.253968253968254,0.26,0.94,0.3555555555555555,1.0,0.34328358208955234,0.6551724137931035,0.11764705882352942,0.6956521739130435,0.8823529411764705,0.40816326530612235,0.9552238805970149
Vermont,VT,0.06896551724137931,0.0,0.6101694915254238,0.10000000000000002,0.16071428571428575,0.3255813953488372,0.19565217391304343,0.276923076923077,0.5333333333333333,0.5535714285714285,0.7916666666666667,0.673076923076923,1.0,0.7735849056603774,0.24999999999999994,0.4761904761904763,0.0,0.6599999999999999,0.8111111111111111,0.5312499999999999,0.2537313432835821,0.7586206896551726,0.37647058823529406,0.23913043478260868,0.6862745098039215,0.7142857142857143,1.0
Virginia,VA,0.04597701149425288,0.471264367816092,0.42372881355932207,0.2375,0.39285714285714285,0.627906976744186,0.19565217391304343,0.4461538461538462,0.6000000000000001,0.4999999999999999,0.5625000000000001,0.5192307692307693,0.3333333333333333,0.28301886792452835,0.575,0.5238095238095237,0.54,0.6200000000000001,0.6444444444444445,0.46875000000000006,0.32835820895522394,0.5172413793103449,0.17647058823529413,0.5,0.3529411764705883,0.3877551020408162,0.5522388059701492
Washington,WA,0.1149425287356322,0.6781609195402298,0.5423728813559321,0.17500000000000002,0.3214285714285714,0.5581395348837211,0.6304347826086956,0.7076923076923077,0.5666666666666668,0.48214285714285704,0.31250000000000006,0.5576923076923077,0.4533333333333333,0.49056603773584906,0.4000000000000001,0.5555555555555555,0.75,0.6599999999999999,0.8111111111111111,0.578125,0.6268656716417911,0.7586206896551726,0.2,0.782608695652174,0.37254901960784326,0.6122448979591838,0.5671641791044776
West Virginia,WV,0.05747126436781608,0.14942528735632185,0.7966101694915254,0.1625,0.6428571428571429,0.0,0.1086956521739129,0.1384615384615385,0.3333333333333336,0.16071428571428575,0.47916666666666663,0.13461538461538472,0.28,0.30188679245283023,0.7750000000000001,0.36507936507936506,0.0,0.26,0.15555555555555553,0.46875000000000006,0.014925373134328374,0.724137931034483,0.10588235294117647,0.6956521739130435,0.5686274509803922,0.673469387755102,0.0
Wisconsin,WI,0.06896551724137931,0.27586206896551724,0.694915254237288,0.1625,0.2499999999999999,0.3488372093023256,0.45652173913043476,0.2923076923076924,0.5,0.16071428571428575,0.7708333333333334,0.34615384615384626,0.36000000000000004,0.5849056603773586,0.625,0.7142857142857142,0.44,0.6399999999999999,0.43333333333333335,0.5000000000000001,0.1343283582089552,0.8965517241379309,0.4235294117647059,0.45652173913043476,0.6666666666666666,0.7959183673469388,0.5671641791044776
Wyoming,WY,0.13793103448275862,0.9770114942528736,0.9322033898305084,0.11249999999999996,0.4999999999999999,0.3023255813953488,1.0,0.1076923076923077,1.0,0.01785714285714287,0.8541666666666667,0.11538461538461549,0.1333333333333333,0.2641509433962264,0.625,0.7777777777777778,0.0,0.6599999999999999,0.0,0.828125,0.4925373134328359,0.9310344827586207,0.6235294117647059,0.782608695652174,0.803921568627451,0.9591836734693877,0.1940298507462687
